investor_id,sip_count,average_gap_days,status
INV003289,7,64.83333333333333,risk
INV003300,6,64.8,risk
INV003301,9,59.375,risk
INV003304,10,44.22222222222222,risk
INV003308,9,56.75,risk
INV003310,6,80.8,risk
INV003311,9,48.0,risk
INV003314,7,73.5,risk
INV003317,8,44.142857142857146,risk
INV003320,8,45.285714285714285,risk
INV003325,6,101.0,risk
INV003329,6,89.0,risk
INV003336,7,72.33333333333333,risk
INV003338,9,37.5,risk
INV003344,6,86.6,risk
INV003350,6,92.4,risk
INV003351,6,54.0,risk
INV003352,8,68.14285714285714,risk
INV003357,6,62.4,risk
INV003360,8,59.42857142857143,risk
INV003370,7,63.333333333333336,risk
INV003372,6,59.4,risk
INV003374,7,56.5,risk
INV003375,8,52.714285714285715,risk
INV003376,6,85.8,risk
INV003379,7,75.16666666666667,risk
INV003380,6,72.4,risk
INV003382,6,34.2,normal
INV003391,6,56.6,risk
INV003393,8,63.714285714285715,risk
INV003395,6,79.0,risk
INV003398,8,55.42857142857143,risk
INV003403,6,56.6,risk
INV003404,8,50.285714285714285,risk
INV003405,8,41.0,risk
INV003406,8,59.0,risk
INV003407,8,57.42857142857143,risk
INV003422,7,84.66666666666667,risk
INV003424,7,73.16666666666667,risk
INV003427,6,84.2,risk
INV003430,6,73.4,risk
INV003431,6,51.4,risk
INV003432,7,61.333333333333336,risk
INV003435,7,73.83333333333333,risk
INV003437,6,91.2,risk
INV003448,7,74.5,risk
INV003450,10,47.666666666666664,risk
INV003455,7,35.5,risk
INV003457,7,60.5,risk
INV003458,8,67.85714285714286,risk
INV003459,6,59.4,risk
INV003473,6,95.8,risk
INV003475,9,56.0,risk
INV003478,9,56.625,risk
INV003479,8,65.71428571428571,risk
INV003480,6,82.4,risk
INV003484,6,73.8,risk
INV003487,6,70.6,risk
INV003491,9,59.125,risk
INV003492,6,90.8,risk
INV003495,10,49.22222222222222,risk
INV003506,7,67.0,risk
INV003509,9,60.875,risk
INV003511,8,65.57142857142857,risk
INV003514,6,74.2,risk
INV003518,6,67.8,risk
INV003521,6,89.0,risk
INV003524,7,64.16666666666667,risk
INV003526,6,88.2,risk
INV003528,9,58.625,risk
INV003530,6,51.0,risk
INV003531,6,76.4,risk
INV003534,8,52.714285714285715,risk
INV003545,6,90.0,risk
INV003556,6,77.6,risk
INV003557,6,66.4,risk
INV003558,7,39.166666666666664,risk
INV003559,10,48.333333333333336,risk
INV003562,7,80.5,risk
INV003564,8,71.0,risk
INV003580,7,72.16666666666667,risk
INV003581,8,51.285714285714285,risk
INV003582,7,49.333333333333336,risk
INV003586,8,54.285714285714285,risk
INV003592,6,75.6,risk
INV003593,6,78.2,risk
INV003598,8,68.0,risk
INV003599,6,50.0,risk
INV003601,9,45.25,risk
INV003604,6,90.2,risk
INV003607,6,70.4,risk
INV003611,7,68.83333333333333,risk
INV003613,8,67.42857142857143,risk
INV003619,6,72.0,risk
INV003625,6,62.4,risk
INV003627,7,59.166666666666664,risk
INV003630,7,52.0,risk
INV003633,6,78.8,risk
INV003634,6,47.8,risk
INV003635,10,47.111111111111114,risk
INV003641,8,67.0,risk
INV003642,7,53.166666666666664,risk
INV003645,6,95.2,risk
INV003649,6,96.8,risk
INV003650,11,33.9,normal
INV003654,7,60.5,risk
INV003655,10,49.77777777777778,risk
INV003658,8,70.71428571428571,risk
INV003660,6,79.0,risk
INV003669,7,53.5,risk
INV003670,8,70.85714285714286,risk
INV003672,6,77.2,risk
INV003673,8,68.85714285714286,risk
INV003678,6,32.8,normal
INV003681,9,51.0,risk
INV003683,6,92.4,risk
INV003684,6,98.2,risk
INV003685,6,80.2,risk
INV003686,6,96.6,risk
INV003693,7,71.33333333333333,risk
INV003695,7,51.666666666666664,risk
INV003696,6,75.8,risk
INV003697,7,76.66666666666667,risk
INV003702,7,72.66666666666667,risk
INV003705,6,78.8,risk
INV003707,6,68.6,risk
INV003708,7,60.5,risk
INV003709,6,80.2,risk
INV003710,6,78.6,risk
INV003711,6,72.2,risk
INV003712,6,79.6,risk
INV003713,7,81.5,risk
INV003718,6,91.4,risk
INV003720,6,74.6,risk
INV003722,7,50.666666666666664,risk
INV003723,6,61.8,risk
INV003724,7,68.0,risk
INV003733,6,88.8,risk
INV003734,8,59.0,risk
INV003735,8,45.857142857142854,risk
INV003736,7,77.16666666666667,risk
INV003738,6,50.6,risk
INV003740,7,51.833333333333336,risk
INV003741,7,67.66666666666667,risk
INV003744,6,86.8,risk
INV003745,6,70.2,risk
INV003748,8,56.142857142857146,risk
INV003757,7,81.83333333333333,risk
INV003761,8,51.857142857142854,risk
INV003766,8,65.28571428571429,risk
INV003767,9,47.5,risk
INV003771,10,50.77777777777778,risk
INV003772,9,34.5,normal
INV003775,6,74.0,risk
INV003779,6,76.4,risk
INV003780,8,57.42857142857143,risk
INV003781,7,64.83333333333333,risk
INV003785,6,74.2,risk
INV003787,9,63.25,risk
INV003793,7,72.33333333333333,risk
INV003795,7,67.66666666666667,risk
INV003811,7,78.66666666666667,risk
INV003812,7,50.833333333333336,risk
INV003813,6,82.2,risk
INV003815,7,72.5,risk
INV003824,7,71.5,risk
INV003825,6,81.2,risk
INV003828,7,30.666666666666668,normal
INV003829,10,48.55555555555556,risk
INV003830,6,71.4,risk
INV003844,7,68.5,risk
INV003847,8,50.0,risk
INV003849,6,77.2,risk
INV003851,7,57.833333333333336,risk
INV003860,6,46.0,risk
INV003862,7,60.166666666666664,risk
INV003865,7,85.16666666666667,risk
INV003868,6,87.6,risk
INV003872,9,45.375,risk
INV003876,6,77.6,risk
INV003880,8,68.57142857142857,risk
INV003885,6,71.6,risk
INV003892,10,55.22222222222222,risk
INV003896,6,82.0,risk
INV003897,6,71.6,risk
INV003903,8,50.285714285714285,risk
INV003905,7,62.5,risk
INV003906,10,55.111111111111114,risk
INV003912,6,68.6,risk
INV003913,8,61.42857142857143,risk
INV003916,6,67.2,risk
INV003920,8,66.85714285714286,risk
INV003936,6,89.6,risk
INV003938,7,52.5,risk
INV003940,7,70.66666666666667,risk
INV003943,9,42.5,risk
INV003945,7,56.333333333333336,risk
INV003946,7,69.16666666666667,risk
INV003948,7,43.666666666666664,risk
INV003952,7,54.666666666666664,risk
INV003958,6,85.6,risk
INV003962,8,68.71428571428571,risk
INV003964,10,51.22222222222222,risk
INV003968,6,92.4,risk
INV003972,6,84.2,risk
INV003975,8,50.142857142857146,risk
INV003978,8,68.14285714285714,risk
INV003979,8,56.0,risk
INV003981,7,67.66666666666667,risk
INV003985,6,93.0,risk
INV003996,6,95.2,risk
INV004001,8,40.285714285714285,risk
INV004004,10,40.77777777777778,risk
INV004005,7,73.66666666666667,risk
INV004007,7,38.833333333333336,risk
INV004009,8,62.285714285714285,risk
INV004014,9,61.875,risk
INV004015,6,88.0,risk
INV004017,7,40.5,risk
INV004023,10,52.0,risk
INV004037,6,74.6,risk
INV004038,7,71.66666666666667,risk
INV004049,6,48.2,risk
INV004063,8,56.57142857142857,risk
INV004066,7,75.16666666666667,risk
INV004069,6,74.0,risk
INV004070,7,67.66666666666667,risk
INV004079,7,71.33333333333333,risk
INV004085,7,68.33333333333333,risk
INV004091,6,73.6,risk
INV004094,6,55.8,risk
INV004098,6,58.2,risk
INV004099,6,58.8,risk
INV004106,6,55.8,risk
INV004112,6,55.2,risk
INV004116,10,54.888888888888886,risk
INV004118,6,64.6,risk
INV004119,6,73.2,risk
INV004123,6,85.0,risk
INV004124,6,63.8,risk
INV004125,9,61.625,risk
INV004127,6,87.6,risk
INV004128,6,67.2,risk
INV004134,6,35.4,risk
INV004135,10,50.111111111111114,risk
INV004143,6,97.0,risk
INV004145,6,66.2,risk
INV004146,6,88.2,risk
INV004147,6,72.2,risk
INV004149,6,50.2,risk
INV004151,8,63.142857142857146,risk
INV004153,8,60.0,risk
INV004154,12,46.72727272727273,risk
INV004172,8,63.0,risk
INV004174,6,86.6,risk
INV004175,8,67.85714285714286,risk
INV004177,8,45.42857142857143,risk
INV004179,6,71.2,risk
INV004181,6,93.4,risk
INV004191,7,77.16666666666667,risk
INV004196,7,78.33333333333333,risk
INV004199,6,58.2,risk
INV004202,9,47.625,risk
INV004203,8,66.57142857142857,risk
INV004208,6,73.4,risk
INV004212,7,69.33333333333333,risk
INV004216,7,82.0,risk
INV004228,7,72.33333333333333,risk
INV004232,6,71.4,risk
INV004239,8,61.142857142857146,risk
INV004241,10,53.666666666666664,risk
INV004243,8,55.714285714285715,risk
INV004246,7,34.166666666666664,normal
INV004247,6,87.2,risk
INV004248,7,42.666666666666664,risk
INV004258,7,49.666666666666664,risk
INV004266,7,61.833333333333336,risk
INV004267,7,53.333333333333336,risk
INV004270,7,69.66666666666667,risk
INV004271,6,79.8,risk
INV004279,8,50.285714285714285,risk
INV004281,8,41.714285714285715,risk
INV004282,8,52.857142857142854,risk
INV004285,7,76.16666666666667,risk
INV004288,7,72.83333333333333,risk
INV004289,11,45.9,risk
INV004293,6,81.8,risk
INV004295,9,44.75,risk
INV004296,6,102.2,risk
INV004297,9,41.875,risk
INV004299,8,64.14285714285714,risk
INV004306,7,57.0,risk
INV004308,7,84.66666666666667,risk
INV004314,6,83.0,risk
INV004319,9,60.5,risk
INV004321,9,42.0,risk
INV004324,7,77.66666666666667,risk
INV004326,10,40.111111111111114,risk
INV004332,8,64.71428571428571,risk
INV004335,8,64.42857142857143,risk
INV004338,10,48.888888888888886,risk
INV004340,6,67.8,risk
INV004343,6,63.0,risk
INV004348,6,52.2,risk
INV004349,7,72.5,risk
INV004356,6,30.8,normal
INV004357,8,72.42857142857143,risk
INV004358,8,45.857142857142854,risk
INV004361,8,61.57142857142857,risk
INV004364,6,80.6,risk
INV004367,6,81.6,risk
INV004372,6,59.2,risk
INV004391,6,57.0,risk
INV004392,6,90.4,risk
INV004400,8,46.57142857142857,risk
INV004401,8,69.85714285714286,risk
INV004403,6,73.6,risk
INV004410,11,40.9,risk
INV004411,6,61.0,risk
INV004412,7,82.33333333333333,risk
INV004413,8,69.0,risk
INV004414,8,53.857142857142854,risk
INV004421,6,90.8,risk
INV004427,11,50.8,risk
INV004434,6,84.6,risk
INV004446,6,65.8,risk
INV004447,7,49.833333333333336,risk
INV004450,6,61.6,risk
INV004451,6,84.0,risk
INV004452,7,81.0,risk
INV004454,6,98.4,risk
INV004455,6,50.0,risk
INV004457,6,81.4,risk
INV004459,7,53.833333333333336,risk
INV004460,9,42.5,risk
INV004463,6,94.8,risk
INV004464,7,62.5,risk
INV004468,7,76.83333333333333,risk
INV004472,7,50.666666666666664,risk
INV004473,7,73.33333333333333,risk
INV004475,7,67.83333333333333,risk
INV004477,8,58.714285714285715,risk
INV004484,6,61.6,risk
INV004502,7,74.5,risk
INV004504,8,55.142857142857146,risk
INV004511,6,37.2,risk
INV004517,6,86.6,risk
INV004521,7,54.5,risk
INV004523,6,87.2,risk
INV004528,7,54.0,risk
INV004531,8,60.0,risk
INV004533,7,55.0,risk
INV004542,7,34.0,normal
INV004547,7,67.5,risk
INV004555,8,53.142857142857146,risk
INV004560,9,48.375,risk
INV004562,6,83.8,risk
INV004563,7,64.83333333333333,risk
INV004574,8,54.57142857142857,risk
INV004576,6,63.0,risk
INV004579,8,43.857142857142854,risk
INV004581,8,72.14285714285714,risk
INV004589,6,71.4,risk
INV004594,8,59.142857142857146,risk
INV004598,6,84.2,risk
INV004602,9,59.625,risk
INV004607,8,56.0,risk
INV004608,8,55.0,risk
INV004611,7,51.166666666666664,risk
INV004614,6,79.6,risk
INV004617,9,39.25,risk
INV004621,9,54.25,risk
INV004625,6,96.4,risk
INV004629,8,64.57142857142857,risk
INV004630,9,50.625,risk
INV004631,8,64.71428571428571,risk
INV004633,7,78.16666666666667,risk
INV004635,7,58.666666666666664,risk
INV004636,6,75.6,risk
INV004638,7,54.333333333333336,risk
INV004640,7,68.33333333333333,risk
INV004641,6,67.8,risk
INV004642,6,54.8,risk
INV004643,6,50.6,risk
INV004646,7,64.5,risk
INV004647,7,70.66666666666667,risk
INV004650,6,80.8,risk
INV004661,8,69.71428571428571,risk
INV004665,6,83.4,risk
INV004672,7,72.0,risk
INV004680,7,47.166666666666664,risk
INV004682,9,42.25,risk
INV004688,6,77.6,risk
INV004692,6,83.6,risk
INV004701,7,20.0,normal
INV004704,6,93.8,risk
INV004712,8,48.57142857142857,risk
INV004715,7,56.833333333333336,risk
INV004716,7,74.0,risk
INV004737,10,54.55555555555556,risk
INV004738,6,93.2,risk
INV004741,7,72.33333333333333,risk
INV004753,6,61.4,risk
INV004755,7,61.166666666666664,risk
INV004761,6,71.4,risk
INV004763,7,83.5,risk
INV004764,6,83.0,risk
INV004770,8,72.85714285714286,risk
INV004776,9,57.375,risk
INV004780,7,69.5,risk
INV004785,7,66.16666666666667,risk
INV004787,7,72.33333333333333,risk
INV004798,7,53.666666666666664,risk
INV004804,6,79.2,risk
INV004805,7,44.666666666666664,risk
INV004807,8,36.857142857142854,risk
INV004813,6,62.0,risk
INV004819,7,62.0,risk
INV004825,7,70.0,risk
INV004833,6,65.4,risk
INV004834,9,38.625,risk
INV004840,7,41.0,risk
INV004843,8,50.857142857142854,risk
INV004844,7,66.66666666666667,risk
INV004845,6,81.8,risk
INV004847,7,73.5,risk
INV004848,9,54.125,risk
INV004860,6,78.4,risk
INV004863,7,68.0,risk
INV004864,8,43.285714285714285,risk
INV004865,7,76.33333333333333,risk
INV004868,8,56.0,risk
INV004871,8,69.14285714285714,risk
INV004877,7,80.5,risk
INV004889,7,70.66666666666667,risk
INV004891,8,55.857142857142854,risk
INV004896,6,79.4,risk
INV004901,6,54.6,risk
INV004911,7,63.666666666666664,risk
INV004913,6,87.0,risk
INV004916,7,75.5,risk
INV004917,7,51.0,risk
INV004924,9,59.75,risk
INV004925,7,70.83333333333333,risk
INV004926,8,66.28571428571429,risk
INV004927,7,34.166666666666664,normal
INV004947,6,45.0,risk
INV004953,7,67.16666666666667,risk
INV004956,8,59.142857142857146,risk
INV004958,7,73.16666666666667,risk
INV004959,6,68.6,risk
INV004967,6,63.2,risk
INV004973,9,55.0,risk
INV004974,8,52.42857142857143,risk
INV004978,7,63.833333333333336,risk
INV004981,8,49.142857142857146,risk
INV004983,7,57.666666666666664,risk
INV004984,7,75.33333333333333,risk
INV004986,7,81.33333333333333,risk
INV004992,7,81.5,risk
INV004996,10,46.333333333333336,risk
INV004997,7,71.0,risk
